CIP2020Code,CIP2020Title,SOC2018Code,SOC2018Title
51.2005,Natural Products Chemistry and Pharmacognosy.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2006,Clinical and Industrial Drug Development.,11-3051,Industrial Production Managers
51.2006,Clinical and Industrial Drug Development.,11-9121,Natural Sciences Managers
51.2006,Clinical and Industrial Drug Development.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2007,Pharmacoeconomics/Pharmaceutical Economics.,11-9111,Medical and Health Services Managers
51.2007,Pharmacoeconomics/Pharmaceutical Economics.,19-3011,Economists
51.2007,Pharmacoeconomics/Pharmaceutical Economics.,25-1063,"Economics Teachers, Postsecondary"
51.2007,Pharmacoeconomics/Pharmaceutical Economics.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2008,"Clinical, Hospital, and Managed Care Pharmacy.",11-9111,Medical and Health Services Managers
51.2008,"Clinical, Hospital, and Managed Care Pharmacy.",25-1071,"Health Specialties Teachers, Postsecondary"
51.2009,Industrial and Physical Pharmacy and Cosmetic Sciences.,11-3051,Industrial Production Managers
51.2009,Industrial and Physical Pharmacy and Cosmetic Sciences.,11-9199,"Managers, All Other"
51.2009,Industrial and Physical Pharmacy and Cosmetic Sciences.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2010,Pharmaceutical Sciences.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2011,Pharmaceutical Marketing and Management.,11-9111,Medical and Health Services Managers
51.2011,Pharmaceutical Marketing and Management.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2202,Environmental Health.,19-1042,"Medical Scientists, Except Epidemiologists"
51.2205,Health/Medical  Physics.,25-1054,"Physics Teachers, Postsecondary"
51.2208,Community Health and Preventive Medicine.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2209,Maternal and Child Health.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2210,International Public Health/International Health.,11-9111,Medical and Health Services Managers
51.2299,"Public Health, Other.",11-9111,Medical and Health Services Managers
51.2299,"Public Health, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
51.2399,"Rehabilitation and Therapeutic Professions, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
51.2706,Medical Informatics.,25-1199,"Postsecondary Teachers, All Other"
51.3201,Bioethics/Medical Ethics.,21-2021,"Directors, Religious Activities and Education"
51.3201,Bioethics/Medical Ethics.,25-1126,"Philosophy and Religion Teachers, Postsecondary"
51.3201,Bioethics/Medical Ethics.,29-9099,"Healthcare Practitioners and Technical Workers, All Other"
51.3203,Nursing Education.,11-9033,"Education Administrators, Postsecondary"
51.3499,"Alternative and Complementary Medical Support Services, Other.",29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other"
51.3503,Somatic Bodywork.,25-1071,"Health Specialties Teachers, Postsecondary"
51.3599,"Somatic Bodywork and Related Therapeutic Services, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
51.3599,"Somatic Bodywork and Related Therapeutic Services, Other.",31-9011,Massage Therapists
51.3702,Herbalism/Herbalist.,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other"
51.3799,"Energy and Biologically Based Therapies, Other.",29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other"
51.3802,Nursing Administration.,29-1171,Nurse Practitioners
51.3808,Nursing Science.,29-1171,Nurse Practitioners
51.3811,Public Health/Community Nurse/Nursing.,29-1171,Nurse Practitioners
51.3812,Perioperative/Operating Room and Surgical Nurse/Nursing.,29-1171,Nurse Practitioners
51.3813,Clinical Nurse Specialist.,29-1171,Nurse Practitioners
51.3814,Critical Care Nursing.,25-1072,"Nursing Instructors and Teachers, Postsecondary"
51.3815,Occupational and Environmental Health Nursing.,25-1072,"Nursing Instructors and Teachers, Postsecondary"
51.3815,Occupational and Environmental Health Nursing.,29-1171,Nurse Practitioners
51.3818,Nursing Practice.,25-1072,"Nursing Instructors and Teachers, Postsecondary"
51.3819,Palliative Care Nursing.,29-1171,Nurse Practitioners
51.3820,Clinical Nurse Leader.,11-9111,Medical and Health Services Managers
51.3820,Clinical Nurse Leader.,25-1072,"Nursing Instructors and Teachers, Postsecondary"
51.3820,Clinical Nurse Leader.,29-1171,Nurse Practitioners
52.0201,"Business Administration and Management, General.",11-3111,Compensation and Benefits Managers
52.0201,"Business Administration and Management, General.",11-3121,Human Resources Managers
52.0201,"Business Administration and Management, General.",11-3131,Training and Development Managers
52.0201,"Business Administration and Management, General.",13-1071,Human Resources Specialists
52.0201,"Business Administration and Management, General.",13-1081,Logisticians
52.0201,"Business Administration and Management, General.",13-1141,"Compensation, Benefits, and Job Analysis Specialists"
52.0201,"Business Administration and Management, General.",13-1199,"Business Operations Specialists, All Other"
52.0202,"Purchasing, Procurement/Acquisitions and Contracts Management.",13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
52.0203,"Logistics, Materials, and Supply Chain Management.",13-1081,Logisticians
52.0206,Non-Profit/Public/Organizational Management.,11-1011,Chief Executives
52.0206,Non-Profit/Public/Organizational Management.,11-1021,General and Operations Managers
52.0206,Non-Profit/Public/Organizational Management.,11-9039,"Education Administrators, All Other"
52.0206,Non-Profit/Public/Organizational Management.,11-9111,Medical and Health Services Managers
52.0206,Non-Profit/Public/Organizational Management.,13-2099,"Financial Specialists, All Other"
52.0206,Non-Profit/Public/Organizational Management.,25-1011,"Business Teachers, Postsecondary"
52.0208,E-Commerce/Electronic Commerce.,13-1199,"Business Operations Specialists, All Other"
52.0210,Research and Development Management.,11-9111,Medical and Health Services Managers
52.0213,Organizational Leadership.,11-3121,Human Resources Managers
52.0213,Organizational Leadership.,11-3131,Training and Development Managers
52.0213,Organizational Leadership.,11-9199,"Managers, All Other"
52.0301,Accounting.,13-2082,Tax Preparers
52.0303,Auditing.,25-1011,"Business Teachers, Postsecondary"
52.0304,Accounting and Finance.,25-1011,"Business Teachers, Postsecondary"
52.0305,Accounting and Business/Management.,25-1011,"Business Teachers, Postsecondary"
52.0401,"Administrative Assistant and Secretarial Science, General.",43-1011,First-Line Supervisors of Office and Administrative Support Workers
52.0401,"Administrative Assistant and Secretarial Science, General.",43-4161,"Human Resources Assistants, Except Payroll and Timekeeping"
52.0402,Executive Assistant/Executive Secretary.,43-1011,First-Line Supervisors of Office and Administrative Support Workers
52.0406,Receptionist.,43-4151,Order Clerks
52.0407,Business/Office Automation/Technology/Data Entry.,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping"
52.0408,General Office Occupations and Clerical Services.,43-4021,Correspondence Clerks
52.0408,General Office Occupations and Clerical Services.,43-4071,File Clerks
52.0408,General Office Occupations and Clerical Services.,43-4151,Order Clerks
52.0411,Customer Service Support/Call Center/Teleservice Operation.,43-4151,Order Clerks
52.0499,"Business Operations Support and Secretarial Services, Other.",13-1199,"Business Operations Specialists, All Other"
52.0501,"Business/Corporate Communications, General.",25-1122,"Communications Teachers, Postsecondary"
52.0501,"Business/Corporate Communications, General.",27-3031,Public Relations Specialists
52.0501,"Business/Corporate Communications, General.",43-9081,Proofreaders and Copy Markers
52.0601,Business/Managerial Economics.,13-1111,Management Analysts
52.0801,"Finance, General.",13-1141,"Compensation, Benefits, and Job Analysis Specialists"
52.0904,Hotel/Motel Administration/Management.,13-1199,"Business Operations Specialists, All Other"
52.0999,"Hospitality Administration/Management, Other.",11-9051,Food Service Managers
52.0999,"Hospitality Administration/Management, Other.",11-9081,Lodging Managers
52.1001,"Human Resources Management/Personnel Administration, General.",13-1041,Compliance Officers
52.1001,"Human Resources Management/Personnel Administration, General.",43-4161,"Human Resources Assistants, Except Payroll and Timekeeping"
52.1002,Labor and Industrial Relations.,11-3111,Compensation and Benefits Managers
52.1002,Labor and Industrial Relations.,13-1041,Compliance Officers
52.1002,Labor and Industrial Relations.,25-1112,"Law Teachers, Postsecondary"
52.1003,Organizational Behavior Studies.,11-3111,Compensation and Benefits Managers
52.1003,Organizational Behavior Studies.,11-3121,Human Resources Managers
52.1003,Organizational Behavior Studies.,11-3131,Training and Development Managers
52.1004,Labor Studies.,11-3121,Human Resources Managers
52.1004,Labor Studies.,25-1011,"Business Teachers, Postsecondary"
52.1099,"Human Resources Management and Services, Other.",43-4161,"Human Resources Assistants, Except Payroll and Timekeeping"
52.1101,International Business/Trade/Commerce.,13-1199,"Business Operations Specialists, All Other"
52.1201,"Management Information Systems, General.",25-1021,"Computer Science Teachers, Postsecondary"
52.1206,Information Resources Management.,25-1021,"Computer Science Teachers, Postsecondary"
52.1207,Knowledge Management.,25-1021,"Computer Science Teachers, Postsecondary"
52.1299,"Management Information Systems and Services, Other.",11-3021,Computer and Information Systems Managers
52.1299,"Management Information Systems and Services, Other.",25-1021,"Computer Science Teachers, Postsecondary"
52.1301,Management Science.,13-1111,Management Analysts
52.1401,"Marketing/Marketing Management, General.",13-1131,Fundraisers
52.1499,"Marketing, Other.",13-1161,Market Research Analysts and Marketing Specialists
52.1499,"Marketing, Other.",25-1011,"Business Teachers, Postsecondary"
52.1701,Insurance.,11-3111,Compensation and Benefits Managers
52.1701,Insurance.,13-1141,"Compensation, Benefits, and Job Analysis Specialists"
52.1801,"Sales, Distribution, and Marketing Operations, General.",25-1011,"Business Teachers, Postsecondary"
52.1903,Fashion Modeling.,27-1026,Merchandise Displayers and Window Trimmers
52.1904,Apparel and Accessories Marketing Operations.,13-1161,Market Research Analysts and Marketing Specialists
52.1905,Tourism and Travel Services Marketing Operations.,13-1161,Market Research Analysts and Marketing Specialists
52.1906,Tourism Promotion Operations.,13-1161,Market Research Analysts and Marketing Specialists
52.1907,Vehicle and Vehicle Parts and Accessories Marketing Operations.,13-1161,Market Research Analysts and Marketing Specialists
52.1908,Business and Personal/Financial Services Marketing Operations.,13-1161,Market Research Analysts and Marketing Specialists
52.1909,Special Products Marketing Operations.,13-1161,Market Research Analysts and Marketing Specialists
52.1910,Hospitality and Recreation Marketing Operations.,11-2021,Marketing Managers
52.1910,Hospitality and Recreation Marketing Operations.,13-1161,Market Research Analysts and Marketing Specialists
52.2101,Telecommunications Management.,11-3021,Computer and Information Systems Managers
54.0101,"History, General.",39-7011,Tour Guides and Escorts
54.0102,American  History (United States).,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education"
54.0104,History and Philosophy of Science and Technology.,11-9121,Natural Sciences Managers
61.0202,Critical Care Medicine Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0202,Critical Care Medicine Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0203,Geriatric Medicine Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0203,Geriatric Medicine Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0205,Hospice and Palliative Medicine Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0205,Hospice and Palliative Medicine Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0208,Medical Toxicology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0208,Medical Toxicology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0209,Neuromuscular Medicine Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0209,Neuromuscular Medicine Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0210,Pain Medicine Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0210,Pain Medicine Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0212,Sleep Medicine Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0212,Sleep Medicine Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0213,Sports Medicine Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0213,Sports Medicine Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0214,Surgery of the Hand Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0214,Surgery of the Hand Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0216,Undersea and Hyperbaric Medicine Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0216,Undersea and Hyperbaric Medicine Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0301,Allergy and Immunology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0301,Allergy and Immunology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0401,Anesthesiology Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0501,Dermatology Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0502,Dermatopathology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0502,Dermatopathology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0503,Pediatric Dermatology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0503,Pediatric Dermatology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0601,Emergency Medicine Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0701,Family Medicine Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0801,Internal Medicine Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0804,Cardiovascular Disease Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0804,Cardiovascular Disease Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0805,Clinical Cardiac Electrophysiology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0805,Clinical Cardiac Electrophysiology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0806,"Endocrinology, Diabetes, and Metabolism Fellowship Program.",19-1042,"Medical Scientists, Except Epidemiologists"
61.0806,"Endocrinology, Diabetes, and Metabolism Fellowship Program.",25-1071,"Health Specialties Teachers, Postsecondary"
61.0807,Gastroenterology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0807,Gastroenterology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0808,Hematology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0808,Hematology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0810,Infectious Disease Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0810,Infectious Disease Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0811,Interventional Cardiology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0811,Interventional Cardiology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0812,Nephrology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0812,Nephrology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0813,Medical Oncology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0813,Medical Oncology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0814,Pulmonary Disease Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0814,Pulmonary Disease Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0816,Rheumatology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0816,Rheumatology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0818,Transplant Hepatology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0818,Transplant Hepatology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0901,Clinical Biochemical Genetics Residency Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0901,Clinical Biochemical Genetics Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0902,Clinical Genetics and Genomics Residency Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0902,Clinical Genetics and Genomics Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0904,Medical Biochemical Genetics Residency Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0904,Medical Biochemical Genetics Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1001,Neurological Surgery Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1101,Neurology Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1102,Child Neurology Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1103,Clinical Neurophysiology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1103,Clinical Neurophysiology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1106,Neurodevelopmental Disabilities Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1106,Neurodevelopmental Disabilities Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1107,Vascular Neurology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1107,Vascular Neurology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1201,Nuclear Medicine Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1301,Obstetrics and Gynecology Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1302,Gynecologic Oncology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1302,Gynecologic Oncology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1302,Gynecologic Oncology Fellowship Program.,29-1218,Obstetricians and Gynecologists
61.1303,Maternal and Fetal Medicine Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1303,Maternal and Fetal Medicine Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1303,Maternal and Fetal Medicine Fellowship Program.,29-1218,Obstetricians and Gynecologists
61.1304,Reproductive Endocrinology/Infertility Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1304,Reproductive Endocrinology/Infertility Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1401,Ophthalmology Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1501,Orthopedic Surgery Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1502,Musculoskeletal Oncology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1502,Musculoskeletal Oncology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1503,Orthopedic Sports Medicine Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1503,Orthopedic Sports Medicine Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1504,Orthopedic Surgery of the Spine Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1504,Orthopedic Surgery of the Spine Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1505,Pediatric Orthopedics Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1505,Pediatric Orthopedics Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1701,Otolaryngology Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1702,Neurotology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1702,Neurotology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1703,Pediatric Otolaryngology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1703,Pediatric Otolaryngology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1703,Pediatric Otolaryngology Fellowship Program.,29-1221,"Pediatricians, General"
61.1801,Combined Anatomic and Clinical Pathology Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1804,Blood Banking/Transfusion Medicine Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1804,Blood Banking/Transfusion Medicine Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1805,Chemical Pathology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1805,Chemical Pathology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1806,Cytopathology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1806,Cytopathology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1807,Forensic Pathology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1807,Forensic Pathology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1808,Hematological Pathology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1808,Hematological Pathology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1809,Immunopathology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1809,Immunopathology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1810,Laboratory Medicine Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1810,Laboratory Medicine Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1811,Medical Microbiology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1811,Medical Microbiology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1812,Molecular Genetic Pathology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1812,Molecular Genetic Pathology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1813,Neuropathology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1813,Neuropathology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1814,Pediatric Pathology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1814,Pediatric Pathology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1815,Radioisotopic Pathology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1815,Radioisotopic Pathology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1901,Pediatrics Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1902,Adolescent Medicine Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1902,Adolescent Medicine Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1902,Adolescent Medicine Fellowship Program.,29-1221,"Pediatricians, General"
61.1903,Child Abuse Pediatrics Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1903,Child Abuse Pediatrics Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1903,Child Abuse Pediatrics Fellowship Program.,29-1221,"Pediatricians, General"
61.1904,Developmental-Behavioral Pediatrics Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1904,Developmental-Behavioral Pediatrics Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1904,Developmental-Behavioral Pediatrics Fellowship Program.,29-1221,"Pediatricians, General"
61.1905,Neonatal-Perinatal Medicine Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1905,Neonatal-Perinatal Medicine Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1905,Neonatal-Perinatal Medicine Fellowship Program.,29-1221,"Pediatricians, General"
61.1906,Pediatric Cardiology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1906,Pediatric Cardiology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1906,Pediatric Cardiology Fellowship Program.,29-1221,"Pediatricians, General"
61.1907,Pediatric Critical Care Medicine Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1907,Pediatric Critical Care Medicine Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1907,Pediatric Critical Care Medicine Fellowship Program.,29-1221,"Pediatricians, General"
61.1908,Pediatric Emergency Medicine Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1908,Pediatric Emergency Medicine Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1908,Pediatric Emergency Medicine Fellowship Program.,29-1221,"Pediatricians, General"
61.1909,Pediatric Endocrinology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1909,Pediatric Endocrinology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1909,Pediatric Endocrinology Fellowship Program.,29-1221,"Pediatricians, General"
61.1910,Pediatric Gastroenterology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1910,Pediatric Gastroenterology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1910,Pediatric Gastroenterology Fellowship Program.,29-1221,"Pediatricians, General"
61.1911,Pediatric Hematology-Oncology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1911,Pediatric Hematology-Oncology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1911,Pediatric Hematology-Oncology Fellowship Program.,29-1221,"Pediatricians, General"
61.1912,Pediatric Infectious Diseases Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1912,Pediatric Infectious Diseases Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1912,Pediatric Infectious Diseases Fellowship Program.,29-1221,"Pediatricians, General"
61.1913,Pediatric Nephrology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1913,Pediatric Nephrology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1913,Pediatric Nephrology Fellowship Program.,29-1221,"Pediatricians, General"
61.1914,Pediatric Pulmonology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1914,Pediatric Pulmonology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1914,Pediatric Pulmonology Fellowship Program.,29-1221,"Pediatricians, General"
61.1915,Pediatric Rheumatology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1915,Pediatric Rheumatology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1915,Pediatric Rheumatology Fellowship Program.,29-1221,"Pediatricians, General"
61.1917,Pediatric Transplant Hepatology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1917,Pediatric Transplant Hepatology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1917,Pediatric Transplant Hepatology Fellowship Program.,29-1221,"Pediatricians, General"
61.2001,Physical Medicine and Rehabilitation Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2002,Spinal Cord Injury Medicine Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.2002,Spinal Cord Injury Medicine Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2003,Pediatric Rehabilitation Medicine Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.2003,Pediatric Rehabilitation Medicine Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2003,Pediatric Rehabilitation Medicine Fellowship Program.,29-1221,"Pediatricians, General"
61.2101,Plastic Surgery Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2103,Plastic Surgery Within the Head and Neck Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.2103,Plastic Surgery Within the Head and Neck Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2301,Public Health and General Preventive Medicine Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2302,Aerospace Medicine Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2303,Occupational Medicine Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2401,Psychiatry Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2402,Addiction Psychiatry Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.2402,Addiction Psychiatry Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
